Freq.	V(1|1|1|b)	I(R129)
1.00000000000000e+005	5.18719522964022e-002,1.54595469014106e-001	1.89625609540720e-002,-3.09190938028212e-003
1.09909909909910e+005	5.70057557401413e-002,1.69074047936363e-001	1.88598848851972e-002,-3.38148095872726e-003
1.19819819819820e+005	6.25725342663022e-002,1.83325019562868e-001	1.87485493146740e-002,-3.66650039125737e-003
1.29729729729730e+005	6.85592113913274e-002,1.97331688997692e-001	1.86288157721735e-002,-3.94663377995384e-003
1.39639639639640e+005	7.49519288374150e-002,2.11078308134528e-001	1.85009614232517e-002,-4.22156616269056e-003
1.49549549549550e+005	8.17361255694890e-002,2.24550107872690e-001	1.83652774886102e-002,-4.49100215745381e-003
1.59459459459459e+005	8.88966174802191e-002,2.37733325960246e-001	1.82220676503956e-002,-4.75466651920491e-003
1.69369369369369e+005	9.64176775198752e-002,2.50615229363139e-001	1.80716464496025e-002,-5.01230458726278e-003
1.79279279279279e+005	1.04283115837299e-001,2.63184130613728e-001	1.79143376832540e-002,-5.26368261227456e-003
1.89189189189189e+005	1.12476359403560e-001,2.75429397922428e-001	1.77504728119288e-002,-5.50858795844857e-003
1.99099099099099e+005	1.20980530562907e-001,2.87341459047781e-001	1.75803893887419e-002,-5.74682918095561e-003
2.09009009009009e+005	1.29778523965035e-001,2.98911799064614e-001	1.74044295206993e-002,-5.97823598129229e-003
2.18918918918919e+005	1.38853081363030e-001,3.10132952273327e-001	1.72229383727394e-002,-6.20265904546653e-003
2.28828828828829e+005	1.48186863804213e-001,3.20998488569431e-001	1.70362627239157e-002,-6.41996977138863e-003
2.38738738738739e+005	1.57762520791654e-001,3.31502994649144e-001	1.68447495841669e-002,-6.63005989298288e-003
2.48648648648649e+005	1.67562756049149e-001,3.41642050468285e-001	1.66487448790170e-002,-6.83284100936569e-003
2.58558558558559e+005	1.77570389579786e-001,3.51412201400976e-001	1.64485922084043e-002,-7.02824402801952e-003
2.68468468468468e+005	1.87768415766196e-001,3.60810926563344e-001	1.62446316846761e-002,-7.21621853126689e-003
2.78378378378378e+005	1.98140057317790e-001,3.69836603777099e-001	1.60371988536442e-002,-7.39673207554198e-003
2.88288288288288e+005	2.08668814925857e-001,3.78488471649592e-001	1.58266237014829e-002,-7.56976943299183e-003
2.98198198198198e+005	2.19338512540298e-001,3.86766589241781e-001	1.56132297491940e-002,-7.73533178483562e-003
3.08108108108108e+005	2.30133338231448e-001,3.94671793784312e-001	1.53973332353710e-002,-7.89343587568624e-003
3.18018018018018e+005	2.41037880646366e-001,4.02205656885622e-001	1.51792423870727e-002,-8.04411313771244e-003
3.27927927927928e+005	2.52037161110707e-001,4.09370439655378e-001	1.49592567777859e-002,-8.18740879310756e-003
3.37837837837838e+005	2.63116661464671e-001,4.16169047142467e-001	1.47376667707066e-002,-8.32338094284935e-003
3.47747747747748e+005	2.74262347754362e-001,4.22604982459976e-001	1.45147530449128e-002,-8.45209964919953e-003
3.57657657657657e+005	2.85460689928183e-001,4.28682300940766e-001	1.42907862014363e-002,-8.57364601881532e-003
3.67567567567567e+005	2.96698677711657e-001,4.34405564637110e-001	1.40660264457669e-002,-8.68811129274221e-003
3.77477477477477e+005	3.07963832853505e-001,4.39779797446959e-001	1.38407233429299e-002,-8.79559594893918e-003
3.87387387387387e+005	3.19244217951051e-001,4.44810441118259e-001	1.36151156409790e-002,-8.89620882236518e-003
3.97297297297297e+005	3.30528442074331e-001,4.49503312351937e-001	1.33894311585134e-002,-8.99006624703874e-003
4.07207207207207e+005	3.41805663415995e-001,4.53864561193963e-001	1.31638867316801e-002,-9.07729122387926e-003
4.17117117117117e+005	3.53065589198394e-001,4.57900630877767e-001	1.29386882160321e-002,-9.15801261755535e-003
4.27027027027027e+005	3.64298473070626e-001,4.61618219250441e-001	1.27140305385875e-002,-9.23236438500882e-003
4.36936936936936e+005	3.75495110226956e-001,4.65024241889828e-001	1.24900977954609e-002,-9.30048483779656e-003
4.46846846846846e+005	3.86646830474385e-001,4.68125796995021e-001	1.22670633905123e-002,-9.36251593990041e-003
