% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV3854
% Time: 2022/12/06 14:20:52
% Demod 1 Sample R, /dev3854/demods/0/sample.R
% Demod 1 Sample Phase, /dev3854/demods/0/sample.Theta
% Frequency (Hz), Demod 1 Sample R  Amplitude (V), Demod 1 Sample Phase  Phase (deg)
1000000, 0.159010930649, 21.808546098
1008016.032084168, 0.159560527444, 21.3279845495
1016032.064168337, 0.160099839278, 20.8545592067
1024048.096252505, 0.16062734016, 20.3835233379
1032064.128336673, 0.161150033366, 19.9099536027
1040080.160420842, 0.161668734306, 19.4376801817
1048096.19250501, 0.162161154528, 18.9671320652
1056112.224589178, 0.162629336353, 18.4927880555
1064128.256673347, 0.163096930915, 18.0157104484
1072144.288757515, 0.163544815724, 17.5413921626
1080160.320841683, 0.163992852626, 17.0669829865
1088176.352925852, 0.164420806634, 16.5870894506
1096192.38501002, 0.164828329746, 16.109302007
1104208.417094188, 0.165236112829, 15.6299090036
1112224.449178357, 0.165627197047, 15.1494864259
1120240.481262525, 0.166002903779, 14.666259922
1128256.513346693, 0.166363411377, 14.1832975498
1136272.545430862, 0.16671772587, 13.6957157652
1144288.57751503, 0.167069259481, 13.2092151924
1152304.609599198, 0.167391681427, 12.7215786891
1160320.641683367, 0.167688570549, 12.2257715087
1168336.673767535, 0.167995561735, 11.7341942916
1176352.705851703, 0.168260020871, 11.2362313364
1184368.737935872, 0.168545967727, 10.7375933619
1192384.77002004, 0.16880069625, 10.2329034378
1200400.802104208, 0.169033025962, 9.72722923706
1208416.834188377, 0.169262807441, 9.21589825901
1216432.866272545, 0.169469310359, 8.69977602218
1224448.898356713, 0.169659183363, 8.18277824115
1232464.930440882, 0.169818936951, 7.66011780897
1240480.96252505, 0.169992687789, 7.12987226389
1248496.994609218, 0.170119085423, 6.59616015702
1256513.026693387, 0.170251737387, 6.05623671489
1264529.058777555, 0.170340351036, 5.50654644075
1272545.090861723, 0.170424935163, 4.95045983192
1280561.122945892, 0.170462797096, 4.38668771813
1288577.15503006, 0.170493806784, 3.81075230952
1296593.187114228, 0.170506488982, 3.22559570695
1304609.219198397, 0.17048184057, 2.63095766912
1312625.251282565, 0.170428252254, 2.02025293232
1320641.283366733, 0.170331315086, 1.39849439133
1328657.315450902, 0.170176590292, 0.753432526708
1336673.34753507, 0.170013352681, 0.0940510990139
