DevNumber	X [V]	Y [V]	R [V]	Theta [°]
4253.00000000	-0.00202464965214	-0.000226329972957	0.00203726077628	-173.621544859
4253.00000000	-0.00202469085780	-0.000226307438859	0.00203729922362	-173.622303413
4253.00000000	-0.00202471653120	-0.000226280286969	0.00203732172226	-173.623142485
4253.00000000	-0.00202472996684	-0.000226264007886	0.00203733326677	-173.623639435
4253.00000000	-0.00202475494814	-0.000226253760830	0.00203735695554	-173.624003850
4253.00000000	-0.00202480757121	-0.000226239442610	0.00203740766314	-173.624568357
4253.00000000	-0.00202486037531	-0.000226222288917	0.00203745823602	-173.625212645
4253.00000000	-0.00202487151699	-0.000226206065431	0.00203746750756	-173.625700834
4253.00000000	-0.00202483597561	-0.000226189455782	0.00203743034188	-173.626054071
4253.00000000	-0.00202478860083	-0.000226171794656	0.00203738129930	-173.626399765
4253.00000000	-0.00202477445543	-0.000226146903672	0.00203736447829	-173.627051275
4253.00000000	-0.00202482203573	-0.000226098098390	0.00203740634790	-173.628563815
4253.00000000	-0.00202492393131	-0.000226023775105	0.00203749936798	-173.630958903
4253.00000000	-0.00202504723019	-0.000225938963238	0.00203761249986	-173.633713622
4253.00000000	-0.00202515551549	-0.000225863689360	0.00203771177257	-173.636154712
4253.00000000	-0.00202522113190	-0.000225810318327	0.00203777106981	-173.637850588
4253.00000000	-0.00202522914441	-0.000225781961466	0.00203777589089	-173.638667947
4253.00000000	-0.00202519558083	-0.000225770620758	0.00203774127744	-173.638880291
4253.00000000	-0.00202515809604	-0.000225756473620	0.00203770245603	-173.639158853
4253.00000000	-0.00202514098532	-0.000225727870673	0.00203768228192	-173.639904859
4253.00000000	-0.00202514553744	-0.000225687657998	0.00203768235179	-173.641042784
4253.00000000	-0.00202515142664	-0.000225643496438	0.00203768331404	-173.642295223
4253.00000000	-0.00202513347750	-0.000225601296281	0.00203766080263	-173.643418639
4253.00000000	-0.00202509683602	-0.000225558974226	0.00203761970105	-173.644487302
4253.00000000	-0.00202507055271	-0.000225510828292	0.00203758825015	-173.645751004
4253.00000000	-0.00202507135677	-0.000225459052212	0.00203758331958	-173.647200479
4253.00000000	-0.00202509647237	-0.000225408092835	0.00203760264299	-173.648702762
4253.00000000	-0.00202513621623	-0.000225361323687	0.00203763696976	-173.650133407
4253.00000000	-0.00202517929208	-0.000225321850783	0.00203767541613	-173.651370465
4253.00000000	-0.00202522315278	-0.000225290669137	0.00203771556017	-173.652378214
4253.00000000	-0.00202527558320	-0.000225265273200	0.00203776486161	-173.653250880
4253.00000000	-0.00202533913342	-0.000225244879531	0.00203782576810	-173.654018277
4253.00000000	-0.00202538505889	-0.000225240899221	0.00203787097222	-173.654272221
4253.00000000	-0.00202536672171	-0.000225273682583	0.00203785637116	-173.653299157
4253.00000000	-0.00202527442503	-0.000225348868591	0.00203777295332	-173.650911246
4253.00000000	-0.00202514482490	-0.000225445333207	0.00203765481867	-173.647812450
4253.00000000	-0.00202502489201	-0.000225530848470	0.00203754508585	-173.645049390
4253.00000000	-0.00202494144995	-0.000225583867872	0.00203746802604	-173.643307863
4253.00000000	-0.00202489893764	-0.000225604585198	0.00203742806904	-173.642596476
4253.00000000	-0.00202489530035	-0.000225610739303	0.00203742513557	-173.642413150
4253.00000000	-0.00202492538702	-0.000225618404555	0.00203745588602	-173.642292608
4253.00000000	-0.00202496964888	-0.000225631176783	0.00203750129001	-173.642073483
4253.00000000	-0.00202499391122	-0.000225655323363	0.00203752807721	-173.641474205
4253.00000000	-0.00202498009477	-0.000225700609131	0.00203751936167	-173.640165558
4253.00000000	-0.00202493400731	-0.000225769196869	0.00203748115678	-173.638105117
