Freq.	V(1|1|1|b)	I(R129)
1.00000000000000e+005	4.74432057780722e-002,1.46357676494426e-001	1.90511358844386e-002,-2.92715352988853e-003
1.09909909909910e+005	5.20332158881712e-002,1.60150715158326e-001	1.89593356822366e-002,-3.20301430316652e-003
1.19819819819820e+005	5.70149604052228e-002,1.73750259015029e-001	1.88597007918955e-002,-3.47500518030058e-003
1.29729729729730e+005	6.23778530526585e-002,1.87141817510213e-001	1.87524429389468e-002,-3.74283635020427e-003
1.39639639639640e+005	6.81106442480461e-002,2.00311625366699e-001	1.86377871150391e-002,-4.00623250733399e-003
1.49549549549550e+005	7.42014801086805e-002,2.13246672647610e-001	1.85159703978264e-002,-4.26493345295219e-003
1.59459459459459e+005	8.06379620410941e-002,2.25934730992103e-001	1.83872407591781e-002,-4.51869461984207e-003
1.69369369369369e+005	8.74072068944774e-002,2.38364375518341e-001	1.82518558621105e-002,-4.76728751036683e-003
1.79279279279279e+005	9.44959074411015e-002,2.50525002129100e-001	1.81100818511780e-002,-5.01050004258200e-003
1.89189189189189e+005	1.01890392847696e-001,2.62406840112868e-001	1.79621921430461e-002,-5.24813680225736e-003
1.99099099099099e+005	1.09576688761746e-001,2.74000960043014e-001	1.78084662247651e-002,-5.48001920086027e-003
2.09009009009009e+005	1.17540576628487e-001,2.85299277058511e-001	1.76491884674303e-002,-5.70598554117022e-003
2.18918918918919e+005	1.25767651864437e-001,2.96294549671837e-001	1.74846469627113e-002,-5.92589099343674e-003
2.28828828828829e+005	1.34243380534438e-001,3.06980374298585e-001	1.73151323893112e-002,-6.13960748597169e-003
2.38738738738739e+005	1.42953154207312e-001,3.17351175742204e-001	1.71409369158538e-002,-6.34702351484408e-003
2.48648648648649e+005	1.51882342697734e-001,3.27402193897940e-001	1.69623531460453e-002,-6.54804387795881e-003
2.58558558558559e+005	1.61016344437267e-001,3.37129466963673e-001	1.67796731112547e-002,-6.74258933927345e-003
2.68468468468468e+005	1.70340634254172e-001,3.46529811462747e-001	1.65931873149166e-002,-6.93059622925494e-003
2.78378378378378e+005	1.79840808378987e-001,3.55600799395662e-001	1.64031838324203e-002,-7.11201598791324e-003
2.88288288288288e+005	1.89502626529808e-001,3.64340732844127e-001	1.62099474694038e-002,-7.28681465688253e-003
2.98198198198198e+005	1.99312050967447e-001,3.72748616353050e-001	1.60137589806511e-002,-7.45497232706100e-003
3.08108108108108e+005	2.09255282445360e-001,3.80824127413881e-001	1.58148943510928e-002,-7.61648254827762e-003
3.18018018018018e+005	2.19318793012243e-001,3.88567585366892e-001	1.56136241397551e-002,-7.77135170733785e-003
3.27927927927928e+005	2.29489355655961e-001,3.95979919030910e-001	1.54102128868808e-002,-7.91959838061819e-003
3.37837837837838e+005	2.39754070805944e-001,4.03062633357111e-001	1.52049185838811e-002,-8.06125266714221e-003
3.47747747747748e+005	2.50100389736960e-001,4.09817775389296e-001	1.49979922052608e-002,-8.19635550778592e-003
3.57657657657657e+005	2.60516134940339e-001,4.16247899796892e-001	1.47896773011932e-002,-8.32495799593785e-003
3.67567567567567e+005	2.70989517549074e-001,4.22356034229308e-001	1.45802096490185e-002,-8.44712068458615e-003
3.77477477477477e+005	2.81509151920827e-001,4.28145644721521e-001	1.43698169615835e-002,-8.56291289443041e-003
