% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV3854
% Time: 2022/12/07 14:12:22
% Demod 1 Sample R, /dev3854/demods/0/sample.R
% Demod 1 Sample Phase, /dev3854/demods/0/sample.Theta
% Frequency (Hz), Demod 1 Sample R  Amplitude (V), Demod 1 Sample Phase  Phase (deg)
1000000, 0.155992658015, 24.686994255
1008016.032084168, 0.156556092728, 24.2664000405
1016032.064168337, 0.157114708266, 23.8480349387
1024048.096252505, 0.15765938747, 23.4310376529
1032064.128336673, 0.15816555801, 23.0132473519
1040080.160420842, 0.158691406253, 22.5971584086
1048096.19250501, 0.159187966297, 22.1771862827
1056112.224589178, 0.159692977498, 21.7626367689
1064128.256673347, 0.160178977721, 21.3436864398
1072144.288757515, 0.160655849686, 20.9254442946
1080160.320841683, 0.16113218362, 20.5098083492
1088176.352925852, 0.161589398285, 20.0892960754
1096192.38501002, 0.16202484942, 19.6709405399
1104208.417094188, 0.162459636156, 19.2533272644
1112224.449178357, 0.162895236522, 18.8342882967
1120240.481262525, 0.163309049062, 18.4142522954
1128256.513346693, 0.163722040651, 17.9943182954
1136272.545430862, 0.164135906334, 17.5691266107
1144288.57751503, 0.164511420019, 17.1481753771
1152304.609599198, 0.164890691172, 16.723267023
1160320.641683367, 0.165257948422, 16.2986429792
1168336.673767535, 0.165628513703, 15.868912482
1176352.705851703, 0.165967394515, 15.4426800483
1184368.737935872, 0.166306560868, 15.0113108008
1192384.77002004, 0.166627263035, 14.580427955
1200400.802104208, 0.16694309403, 14.1447511167
1208416.834188377, 0.167259884749, 13.7101129367
1216432.866272545, 0.167567671683, 13.270953727
1224448.898356713, 0.167857567213, 12.8284655516
1232464.930440882, 0.168117406096, 12.3848559979
1240480.96252505, 0.168377885623, 11.933934839
1248496.994609218, 0.168625652514, 11.4829438356
1256513.026693387, 0.16887035204, 11.0273080352
1264529.058777555, 0.169097185206, 10.5658520467
1272545.090861723, 0.169305116226, 10.0995966404
1280561.122945892, 0.169514887281, 9.62482711887
1288577.15503006, 0.169707171589, 9.14866966685
1296593.187114228, 0.169879799601, 8.66126157457
1304609.219198397, 0.170016822772, 8.17019524463
1312625.251282565, 0.170165921732, 7.66444856748
1320641.283366733, 0.170280148999, 7.15435882401
1328657.315450902, 0.170377285376, 6.63064046745
1336673.34753507, 0.170444033585, 6.09850717491
1344689.379619238, 0.170484891077, 5.54425870198
1352705.411703407, 0.17050158092, 4.97385255639
1360721.443787575, 0.170450742556, 4.38534969013
1368737.475871743, 0.170373494407, 3.77658447482
1376753.507955912, 0.170213614884, 3.13758104845
1384769.54004008, 0.16998228622, 2.46947841304
1392785.572124248, 0.169629797715, 1.76685894553
1400801.604208417, 0.169127623496, 1.02466276664
1408817.636292585, 0.168406603823, 0.231159272539
1416833.668376754, 0.167296200732, -0.602689213567
1424849.700460922, 0.165587368812, -1.43435333978
1432865.73254509, 0.163122039851, -2.09470388965
1440881.764629259, 0.16033978527, -2.28601881062
1448897.796713427, 0.158821605463, -2.02387574135
1456913.828797595, 0.158946466792, -1.98567307575
1464929.860881764, 0.159062350994, -2.47933779178
1472945.892965932, 0.158178838495, -3.07914634668
1480961.9250501, 0.157158851333, -3.40805822421
1488977.957134268, 0.157018187686, -3.78061177958
1496993.989218437, 0.157065861486, -4.58201310345
1505010.021302605, 0.156377459795, -5.74548700384
