Freq.	V(1|1|1|b)	I(R129)
1.00000000000000e+005	4.94057925857888e-002,1.51118278911795e-001	1.90118841482842e-002,-3.02236557823591e-003
1.09909909909910e+005	5.43018338951651e-002,1.65308383791187e-001	1.89139633220967e-002,-3.30616767582373e-003
1.19819819819820e+005	5.96127887313919e-002,1.79286060571432e-001	1.88077442253722e-002,-3.58572121142863e-003
1.29729729729730e+005	6.53267116355863e-002,1.93035554103704e-001	1.86934657672883e-002,-3.86071108207409e-003
1.39639639639640e+005	7.14309189654116e-002,2.06541962536492e-001	1.85713816206918e-002,-4.13083925072984e-003
1.49549549549550e+005	7.79120617643599e-002,2.19791267027133e-001	1.84417587647128e-002,-4.39582534054266e-003
1.59459459459459e+005	8.47561980740459e-002,2.32770357846509e-001	1.83048760385191e-002,-4.65540715693018e-003
1.69369369369369e+005	9.19488650949161e-002,2.45467055886937e-001	1.81610226981017e-002,-4.90934111773873e-003
1.79279279279279e+005	9.94751511319890e-002,2.57870129041260e-001	1.80104969773602e-002,-5.15740258082521e-003
1.89189189189189e+005	1.07319767040716e-001,2.69969303207947e-001	1.78536046591857e-002,-5.39938606415894e-003
1.99099099099099e+005	1.15467116788627e-001,2.81755267866622e-001	1.76906576642275e-002,-5.63510535733244e-003
2.09009009009009e+005	1.23901366712978e-001,2.93219676300433e-001	1.75219726657404e-002,-5.86439352600866e-003
2.18918918918919e+005	1.32606513054500e-001,3.04355140637264e-001	1.73478697389100e-002,-6.08710281274528e-003
2.28828828828829e+005	1.41566447367761e-001,3.15155221953102e-001	1.71686710526448e-002,-6.30310443906204e-003
2.38738738738739e+005	1.50765019441234e-001,3.25614415734577e-001	1.69846996111753e-002,-6.51228831469154e-003
2.48648648648649e+005	1.60186097400125e-001,3.35728133037977e-001	1.67962780519975e-002,-6.71456266075955e-003
2.58558558558559e+005	1.69813624709180e-001,3.45492677711385e-001	1.66037275058164e-002,-6.90985355422770e-003
2.68468468468468e+005	1.79631673838940e-001,3.54905220066717e-001	1.64073665232212e-002,-7.09810440133434e-003
2.78378378378378e+005	1.89624496405784e-001,3.63963767400658e-001	1.62075100718843e-002,-7.27927534801317e-003
2.88288288288288e+005	1.99776569642314e-001,3.72667131768683e-001	1.60044686071537e-002,-7.45334263537367e-003
2.98198198198198e+005	2.10072639099443e-001,3.81014895415471e-001	1.57985472180111e-002,-7.62029790830941e-003
3.08108108108108e+005	2.20497757524141e-001,3.89007374258788e-001	1.55900448495172e-002,-7.78014748517575e-003
3.18018018018018e+005	2.31037319896679e-001,3.96645579813062e-001	1.53792536020664e-002,-7.93291159626124e-003
3.27927927927928e+005	2.41677094648035e-001,4.03931179924066e-001	1.51664581070393e-002,-8.07862359848133e-003
3.37837837837838e+005	2.52403251111465e-001,4.10866458668100e-001	1.49519349777707e-002,-8.21732917336200e-003
3.47747747747748e+005	2.63202383292126e-001,4.17454275748354e-001	1.47359523341575e-002,-8.34908551496708e-003
3.57657657657657e+005	2.74061530064758e-001,4.23698025698398e-001	1.45187693987048e-002,-8.47396051396797e-003
3.67567567567567e+005	2.84968191931908e-001,4.29601597178517e-001	1.43006361613618e-002,-8.59203194357033e-003
3.77477477477477e+005	2.95910344494081e-001,4.35169332625387e-001	1.40817931101184e-002,-8.70338665250775e-003
3.87387387387387e+005	3.06876448798530e-001,4.40405988489922e-001	1.38624710240294e-002,-8.80811976979845e-003
3.97297297297297e+005	3.17855458745405e-001,4.45316696272232e-001	1.36428908250919e-002,-8.90633392544465e-003
4.07207207207207e+005	3.28836825738917e-001,4.49906924537191e-001	1.34232634852217e-002,-8.99813849074381e-003
4.17117117117117e+005	3.39810500777033e-001,4.54182442069096e-001	1.32037899844594e-002,-9.08364884138191e-003
4.27027027027027e+005	3.50766934176608e-001,4.58149282299881e-001	1.29846613164679e-002,-9.16298564599761e-003
4.36936936936936e+005	3.61697073131672e-001,4.61813709122299e-001	1.27660585373666e-002,-9.23627418244598e-003
4.46846846846846e+005	3.72592357301363e-001,4.65182184177791e-001	1.25481528539727e-002,-9.30364368355582e-003
4.56756756756756e+005	3.83444712620856e-001,4.68261335688366e-001	1.23311057475829e-002,-9.36522671376732e-003
4.66666666666666e+005	3.94246543523883e-001,4.71057928882977e-001	1.21150691295223e-002,-9.42115857765954e-003
4.76576576576576e+005	4.04990723759330e-001,4.73578838051527e-001	1.19001855248134e-002,-9.47157676103055e-003
4.86486486486486e+005	4.15670585977165e-001,4.75831020243891e-001	1.16865882804567e-002,-9.51662040487783e-003
4.96396396396396e+005	4.26279910250787e-001,4.77821490617128e-001	1.14744017949843e-002,-9.55642981234255e-003
5.06306306306306e+005	4.36812911694098e-001,4.79557299421441e-001	1.12637417661180e-002,-9.59114598842881e-003
5.16216216216216e+005	4.47264227322226e-001,4.81045510604283e-001	1.10547154535555e-002,-9.62091021208566e-003
5.26126126126125e+005	4.57628902295178e-001,4.82293182002316e-001	1.08474219540964e-002,-9.64586364004631e-003
5.36036036036035e+005	4.67902375673877e-001,4.83307347082615e-001	1.06419524865225e-002,-9.66614694165230e-003
5.45945945945945e+005	4.78080465808112e-001,4.84094998187515e-001	1.04383906838378e-002,-9.68189996375031e-003
5.55855855855855e+005	4.88159355466131e-001,4.84663071231650e-001	1.02368128906774e-002,-9.69326142463299e-003
5.65765765765765e+005	4.98135576805983e-001,4.85018431795080e-001	1.00372884638803e-002,-9.70036863590159e-003
5.75675675675675e+005	5.08005996279256e-001,4.85167862552746e-001	9.83988007441488e-003,-9.70335725105492e-003
5.85585585585585e+005	5.17767799548863e-001,4.85118051977734e-001	9.64464400902274e-003,-9.70236103955468e-003
5.95495495495495e+005	5.27418476493763e-001,4.84875584253984e-001	9.45163047012474e-003,-9.69751168507968e-003
6.05405405405405e+005	5.36955806365263e-001,4.84446930332926e-001	9.26088387269473e-003,-9.68893860665851e-003
6.15315315315315e+005	5.46377843151700e-001,4.83838440068062e-001	9.07244313696600e-003,-9.67676880136125e-003
6.25225225225225e+005	5.55682901200927e-001,4.83056335361634e-001	8.88634197598146e-003,-9.66112670723268e-003
6.35135135135135e+005	5.64869541143169e-001,4.82106704258112e-001	8.70260917713662e-003,-9.64213408516224e-003
6.45045045045045e+005	5.73936556150378e-001,4.80995495920328e-001	8.52126887699245e-003,-9.61990991840655e-003
6.54954954954955e+005	5.82882958562330e-001,4.79728516425435e-001	8.34234082875339e-003,-9.59457032850869e-003
6.64864864864865e+005	5.91707966904259e-001,4.78311425319643e-001	8.16584066191482e-003,-9.56622850639287e-003
6.74774774774775e+005	6.00410993315819e-001,4.76749732872586e-001	7.99178013368363e-003,-9.53499465745172e-003
6.84684684684685e+005	6.08991631406686e-001,4.75048797974358e-001	7.82016737186627e-003,-9.50097595948715e-003
6.94594594594594e+005	6.17449644549969e-001,4.73213826620534e-001	7.65100710900062e-003,-9.46427653241068e-003
7.04504504504504e+005	6.25784954620925e-001,4.71249870932902e-001	7.48430090758150e-003,-9.42499741865804e-003
7.14414414414414e+005	6.33997631185192e-001,4.69161828666077e-001	7.32004737629617e-003,-9.38323657332155e-003
7.24324324324324e+005	6.42087881137790e-001,4.66954443152703e-001	7.15824237724420e-003,-9.33908886305406e-003
7.34234234234234e+005	6.50056038791577e-001,4.64632303642428e-001	6.99887922416846e-003,-9.29264607284855e-003
7.44144144144144e+005	6.57902556411540e-001,4.62199845992357e-001	6.84194887176920e-003,-9.24399691984715e-003
7.54054054054054e+005	6.65627995189368e-001,4.59661353669138e-001	6.68744009621264e-003,-9.19322707338276e-003
7.63963963963964e+005	6.73233016651000e-001,4.57020959025214e-001	6.53533966698001e-003,-9.14041918050429e-003
7.73873873873874e+005	6.80718374488418e-001,4.54282644814164e-001	6.38563251023165e-003,-9.08565289628328e-003
7.83783783783784e+005	6.88084906805713e-001,4.51450245912244e-001	6.23830186388575e-003,-9.02900491824488e-003
7.93693693693694e+005	6.95333528768426e-001,4.48527451215448e-001	6.09332942463147e-003,-8.97054902430895e-003
8.03603603603604e+005	7.02465225644337e-001,4.45517805683446e-001	5.95069548711326e-003,-8.91035611366891e-003
8.13513513513514e+005	7.09481046223197e-001,4.42424712503722e-001	5.81037907553606e-003,-8.84849425007445e-003
8.23423423423424e+005	7.16382096602403e-001,4.39251435351077e-001	5.67235806795194e-003,-8.78502870702154e-003
8.33333333333334e+005	7.23169534325193e-001,4.36001100719389e-001	5.53660931349613e-003,-8.72002201438778e-003
8.43243243243244e+005	7.29844562857718e-001,4.32676700304162e-001	5.40310874284563e-003,-8.65353400608323e-003
8.53153153153153e+005	7.36408426391139e-001,4.29281093415853e-001	5.27183147217723e-003,-8.58562186831705e-003
8.63063063063063e+005	7.42862404954859e-001,4.25817009405395e-001	5.14275190090282e-003,-8.51634018810790e-003
8.72972972972973e+005	7.49207809826997e-001,4.22287050084546e-001	5.01584380346006e-003,-8.44574100169091e-003
8.82882882882883e+005	7.55445979228254e-001,4.18693692124872e-001	4.89108041543491e-003,-8.37387384249743e-003
8.92792792792793e+005	7.61578274285503e-001,4.15039289420170e-001	4.76843451428994e-003,-8.30078578840340e-003
9.02702702702703e+005	7.67606075251535e-001,4.11326075398052e-001	4.64787849496930e-003,-8.22652150796104e-003
9.12612612612613e+005	7.73530777967675e-001,4.07556165267172e-001	4.52938444064650e-003,-8.15112330534343e-003
9.22522522522523e+005	7.79353790556166e-001,4.03731558187259e-001	4.41292418887668e-003,-8.07463116374518e-003
9.32432432432433e+005	7.85076530329493e-001,3.99854139349641e-001	4.29846939341014e-003,-7.99708278699283e-003
9.42342342342343e+005	7.90700420904109e-001,3.95925681956353e-001	4.18599158191781e-003,-7.91851363912707e-003
9.52252252252253e+005	7.96226889506268e-001,3.91947849086216e-001	4.07546220987464e-003,-7.83895698172433e-003
9.62162162162163e+005	8.01657364457981e-001,3.87922195436423e-001	3.96685271084038e-003,-7.75844390872847e-003
9.72072072072073e+005	8.06993272831372e-001,3.83850168928181e-001	3.86013454337256e-003,-7.67700337856361e-003
9.81981981981983e+005	8.12236038259967e-001,3.79733112164830e-001	3.75527923480065e-003,-7.59466224329660e-003
9.91891891891893e+005	8.17387078895713e-001,3.75572263730600e-001	3.65225842208574e-003,-7.51144527461199e-003
