DevNumber	X [V]	Y [V]	R [V]	Theta [°]
4253.00000000	0.0688379421935	-0.0853220640861	0.109628996645	-51.1033696152
4253.00000000	0.0688379563972	-0.0853217505268	0.109628761527	-51.1032609366
4253.00000000	0.0688379873244	-0.0853214383556	0.109628537991	-51.1031459107
4253.00000000	0.0688379516910	-0.0853211285359	0.109628274490	-51.1030587300
4253.00000000	0.0688378410045	-0.0853208219559	0.109627966384	-51.1030031403
4253.00000000	0.0688377478639	-0.0853206663628	0.109627786804	-51.1029899639
4253.00000000	0.0688377377494	-0.0853208205844	0.109627900480	-51.1030446900
4253.00000000	0.0688377915186	-0.0853212152199	0.109628241379	-51.1031523286
4253.00000000	0.0688378224469	-0.0853215753188	0.109628541056	-51.1032579232
4253.00000000	0.0688377614006	-0.0853216275692	0.109628543390	-51.1032999014
4253.00000000	0.0688376326337	-0.0853213301338	0.109628231047	-51.1032546679
4253.00000000	0.0688374915687	-0.0853208824141	0.109627794019	-51.1031651170
4253.00000000	0.0688373973186	-0.0853206129683	0.109627525133	-51.1031150283
4253.00000000	0.0688373990002	-0.0853206869503	0.109627583768	-51.1031386235
4253.00000000	0.0688374681745	-0.0853209478524	0.109627830258	-51.1031961080
4253.00000000	0.0688375769022	-0.0853212696951	0.109628149014	-51.1032575027
4253.00000000	0.0688377540441	-0.0853218047377	0.109628676657	-51.1033610354
4253.00000000	0.0688379538544	-0.0853226219150	0.109629438115	-51.1035479344
4253.00000000	0.0688380585260	-0.0853234693936	0.109630163418	-51.1037834725
4253.00000000	0.0688380095000	-0.0853240606049	0.109630592765	-51.1039974275
4253.00000000	0.0688378719880	-0.0853243635792	0.109630742222	-51.1041527851
4253.00000000	0.0688377710932	-0.0853245991480	0.109630862210	-51.1042711285
4253.00000000	0.0688377251083	-0.0853249221532	0.109631084728	-51.1043958297
4253.00000000	0.0688377020283	-0.0853251920910	0.109631280326	-51.1044937994
4253.00000000	0.0688376974663	-0.0853252032153	0.109631286119	-51.1044993055
4253.00000000	0.0688376452130	-0.0853248688895	0.109630993106	-51.1044108485
4253.00000000	0.0688374963781	-0.0853242464221	0.109630415192	-51.1042671198
4253.00000000	0.0688373374120	-0.0853236086841	0.109629819031	-51.1041224992
4253.00000000	0.0688373029146	-0.0853232511732	0.109629519124	-51.1040192092
4253.00000000	0.0688374114574	-0.0853231620573	0.109629517921	-51.1039458140
4253.00000000	0.0688375783959	-0.0853231615298	0.109629622333	-51.1038777376
4253.00000000	0.0688377356107	-0.0853232350898	0.109629778300	-51.1038379294
4253.00000000	0.0688378919455	-0.0853234202806	0.109630020596	-51.1038351126
4253.00000000	0.0688380667848	-0.0853236359357	0.109630298221	-51.1038347663
4253.00000000	0.0688382191256	-0.0853237850193	0.109630509907	-51.1038217250
4253.00000000	0.0688382711636	-0.0853238495913	0.109630592837	-51.1038217486
4253.00000000	0.0688381818494	-0.0853238509205	0.109630537790	-51.1038585135
4253.00000000	0.0688379961351	-0.0853238007199	0.109630382108	-51.1039175794
4253.00000000	0.0688377297430	-0.0853236252643	0.109630078283	-51.1039683574
4253.00000000	0.0688373732430	-0.0853232230448	0.109629541392	-51.1039813719
4253.00000000	0.0688369952099	-0.0853226055358	0.109628823422	-51.1039324944
4253.00000000	0.0688366792434	-0.0853218202658	0.109628013859	-51.1038033159
4253.00000000	0.0688364671360	-0.0853209260908	0.109627184753	-51.1035961497
4253.00000000	0.0688363298233	-0.0853200342840	0.109626404455	-51.1033593336
4253.00000000	0.0688362569973	-0.0853193734371	0.109625844403	-51.1031720800
4253.00000000	0.0688362907522	-0.0853192536859	0.109625772399	-51.1031190495
4253.00000000	0.0688364086045	-0.0853198041708	0.109626274831	-51.1032517699
4253.00000000	0.0688365810359	-0.0853208748050	0.109627216357	-51.1035329887
4253.00000000	0.0688367781403	-0.0853221759444	0.109628352777	-51.1038798115
4253.00000000	0.0688369242267	-0.0853233948144	0.109629393137	-51.1042203813
4253.00000000	0.0688370064083	-0.0853243355862	0.109630176934	-51.1044956780
4253.00000000	0.0688371162999	-0.0853249338681	0.109630711573	-51.1046473097
4253.00000000	0.0688373115408	-0.0853252377030	0.109631070638	-51.1046675996
4253.00000000	0.0688375485039	-0.0853252809212	0.109631253064	-51.1045853961
4253.00000000	0.0688377544592	-0.0853250131069	0.109631173946	-51.1044137382
4253.00000000	0.0688378884715	-0.0853244529077	0.109630822095	-51.1041753944
4253.00000000	0.0688379581740	-0.0853237838820	0.109630345167	-51.1039274946
4253.00000000	0.0688379938284	-0.0853232739793	0.109629970705	-51.1037456604
4253.00000000	0.0688379505618	-0.0853230120707	0.109629739699	-51.1036773099
4253.00000000	0.0688377707980	-0.0853228491470	0.109629500022	-51.1036969636
4253.00000000	0.0688375014519	-0.0853226101701	0.109629144904	-51.1037280974
4253.00000000	0.0688372174894	-0.0853222696237	0.109628701559	-51.1037318447
4253.00000000	0.0688369759307	-0.0853220399294	0.109628371113	-51.1037547223
4253.00000000	0.0688368317805	-0.0853221605899	0.109628374508	-51.1038529539
4253.00000000	0.0688368600946	-0.0853226766002	0.109628793891	-51.1040107749
4253.00000000	0.0688371397113	-0.0853235379148	0.109629639815	-51.1041796915
4253.00000000	0.0688376123162	-0.0853246065918	0.109630768306	-51.1043381544
4253.00000000	0.0688380715950	-0.0853256172426	0.109631843270	-51.1044829930
4253.00000000	0.0688384041309	-0.0853263397589	0.109632614399	-51.1045848296
4253.00000000	0.0688386063212	-0.0853266259180	0.109632964070	-51.1045964924
4253.00000000	0.0688386251397	-0.0853262812180	0.109632707609	-51.1044757244
