Freq.	V(1|1|1|a)	V(1|1|1|b)	V(1|2|1|a)	V(1|2|1|b)	V(1|3|1|a)	V(1|3|1|b)	V(1|4|1|a)	V(1|4|1|b)	V(1|5|1|a)	V(1|5|1|b)	V(1|6|1|a)	V(1|6|1|b)	V(1|7|1|a)	V(1|7|1|b)	V(1|8|1|a)	V(1|8|1|b)	V(2|1|1|a)	V(2|1|1|b)	V(2|2|1|a)	V(2|2|1|b)	V(2|3|1|a)	V(2|3|1|b)	V(2|4|1|a)	V(2|4|1|b)	V(2|5|1|a)	V(2|5|1|b)	V(2|6|1|a)	V(2|6|1|b)	V(2|7|1|a)	V(2|7|1|b)	V(2|8|1|a)	V(2|8|1|b)	V(3|1|1|a)	V(3|1|1|b)	V(3|2|1|a)	V(3|2|1|b)	V(3|3|1|a)	V(3|3|1|b)	V(3|4|1|a)	V(3|4|1|b)	V(3|5|1|a)	V(3|5|1|b)	V(3|6|1|a)	V(3|6|1|b)	V(3|7|1|a)	V(3|7|1|b)	V(3|8|1|a)	V(3|8|1|b)	V(4|1|1|a)	V(4|1|1|b)	V(4|2|1|a)	V(4|2|1|b)	V(4|3|1|a)	V(4|3|1|b)	V(4|4|1|a)	V(4|4|1|b)	V(4|5|1|a)	V(4|5|1|b)	V(4|6|1|a)	V(4|6|1|b)	V(4|7|1|a)	V(4|7|1|b)	V(4|8|1|a)	V(4|8|1|b)	V(5|1|1|a)	V(5|1|1|b)	V(5|2|1|a)	V(5|2|1|b)	V(5|3|1|a)	V(5|3|1|b)	V(5|4|1|a)	V(5|4|1|b)	V(5|5|1|a)	V(5|5|1|b)	V(5|6|1|a)	V(5|6|1|b)	V(5|7|1|a)	V(5|7|1|b)	V(5|8|1|a)	V(5|8|1|b)	V(6|1|1|a)	V(6|1|1|b)	V(6|2|1|a)	V(6|2|1|b)	V(6|3|1|a)	V(6|3|1|b)	V(6|4|1|a)	V(6|4|1|b)	V(6|5|1|a)	V(6|5|1|b)	V(6|6|1|a)	V(6|6|1|b)	V(6|7|1|a)	V(6|7|1|b)	V(6|8|1|a)	V(6|8|1|b)	V(7|1|1|a)	V(7|1|1|b)	V(7|2|1|a)	V(7|2|1|b)	V(7|3|1|a)	V(7|3|1|b)	V(7|4|1|a)	V(7|4|1|b)	V(7|5|1|a)	V(7|5|1|b)	V(7|6|1|a)	V(7|6|1|b)	V(7|7|1|a)	V(7|7|1|b)	V(7|8|1|a)	V(7|8|1|b)	V(8|1|1|a)	V(8|1|1|b)	V(8|2|1|a)	V(8|2|1|b)	V(8|3|1|a)	V(8|3|1|b)	V(8|4|1|a)	V(8|4|1|b)	V(8|5|1|a)	V(8|5|1|b)	V(8|6|1|a)	V(8|6|1|b)	V(8|7|1|a)	V(8|7|1|b)	V(8|8|1|a)	V(8|8|1|b)	I(R129)
1.00000000000000e+005	7.00058225159635e-003,7.04574428993190e-002	-5.29747834768364e-006,-5.03072989800405e-005	-2.96235887559152e-006,-2.30856716492861e-005	-2.02147730007852e-006,-1.91943124081192e-005	1.68878321670420e-009,1.12622242747677e-008	-7.90686416482380e-007,-7.50894026365397e-006	2.16419556360089e-010,1.61680907031148e-009	-3.39219478612433e-007,-3.22103269333911e-006	1.41718128669705e-010,1.05534012642178e-009	-2.25636772905775e-007,-2.14195656181884e-006	2.13339173659097e-010,1.59023171973836e-009	-3.36134895895449e-007,-3.18999541844966e-006	1.70476639560977e-009,1.13842277019766e-008	-7.85642699995501e-007,-7.45819225025490e-006	-2.98713525798838e-006,-2.33054271560110e-005	-2.01569892602001e-006,-1.91362163319773e-005	8.56627520374587e-010,6.39542968002616e-009	-1.01504765332562e-006,-9.63765793424840e-006	3.33579644241133e-010,2.48577516626571e-009	-3.96745929563044e-007,-3.76746602941202e-006	1.42176886701152e-010,1.05824709929945e-009	-1.70262658979562e-007,-1.61660586081657e-006	9.61271888818878e-011,7.17830488476968e-010	-1.13543638454987e-007,-1.07795447097665e-006	1.40775452099794e-010,1.04697832813803e-009	-1.70264192108257e-007,-1.61662572597317e-006	3.32607836249636e-010,2.47737908616951e-009	-3.97085667820536e-007,-3.77089754205291e-006	8.42896470473362e-010,6.27017268258712e-009	-1.01918259209713e-006,-9.67929514389346e-006	2.23694397689660e-009,1.66853337256266e-008	-2.65610213489531e-006,-2.52203340937720e-005	8.35520264160132e-011,6.23739302372627e-010	-6.41054662427671e-013,-4.57513495497760e-012	3.56373865840356e-011,2.65407943097583e-010	-3.69836296613842e-013,-2.63864433042048e-012	2.37127367635149e-011,1.76715297258575e-010	-2.88050019532440e-013,-2.05514559181493e-012	3.55963522960252e-011,2.65017233714323e-010	-3.71840203370027e-013,-2.65194347940192e-012	8.45274458674928e-011,6.30364623686050e-010	-6.46427462006746e-013,-4.61122288814753e-012	2.13155236312435e-010,1.58678878184300e-009	-1.14245244760180e-012,-8.14972432565445e-012	5.68953911507442e-010,4.24756089383093e-009	-1.71346473064859e-012,-1.22334986107024e-011	2.16636804693191e-010,1.61812440007878e-009	-1.14106243774702e-012,-8.14745876230399e-012	9.86501837582958e-017,5.82788202359687e-016	-6.16801007614355e-014,-4.40205110479223e-013	7.64877631974706e-017,4.51740537573050e-016	-4.77036027731698e-014,-3.40301862975719e-013	9.92730626625114e-017,5.86638342784834e-016	-6.14366130169745e-014,-4.38147032929909e-013	1.72603054739164e-016,1.02078989229780e-015	-1.07140971301106e-013,-7.64382670029929e-013	2.99732059118507e-016,1.76772289571348e-015	-1.90661948378180e-013,-1.36057025890716e-012	4.57070620318200e-016,2.70126237314074e-015	-2.86975764656367e-013,-2.04972959081130e-012	3.05760850728030e-016,1.80874538614107e-015	-1.92170794849847e-013,-1.37284689475453e-012	1.71487178951300e-016,1.01499710181141e-015	-1.08168079722840e-013,-7.72638132376514e-013	1.90120207167079e-017,1.12314364581596e-016	-2.41557909230256e-019,-1.37736237426112e-018	2.48393154524346e-017,1.46962389766299e-016	-2.84859187270065e-019,-1.62449760348485e-018	4.25696217332003e-017,2.51224324535521e-016	-4.04928001765605e-019,-2.30892934651668e-018	7.68696783133116e-017,4.54268809459262e-016	-5.78197700205465e-019,-3.29650434466596e-018	1.13561756707192e-016,6.71076467839475e-016	-6.97589121426393e-019,-3.97867049859853e-018	7.60126103157794e-017,4.48535611335524e-016	-5.77320697810405e-019,-3.29365877616864e-018	4.30672000777813e-017,2.54618647606629e-016	-4.04382132468307e-019,-2.30740418406254e-018	2.42879476018271e-017,1.43276754560709e-016	-2.82914486160476e-019,-1.61356857518045e-018	9.82442521756391e-017,5.80249768506729e-016	-6.17855266591695e-014,-4.40802268500120e-013	1.70957980245407e-016,1.01067710875316e-015	-1.07622971531644e-013,-7.68223929508505e-013	3.05500696933239e-016,1.80338817103254e-015	-1.91054644907049e-013,-1.36382636768596e-012	4.50373903174565e-016,2.66068561858173e-015	-2.83360649358077e-013,-2.02095013055927e-012	3.05975322996424e-016,1.80887770630769e-015	-1.91106478530927e-013,-1.36300406582002e-012	1.71321401979276e-016,1.01343781032357e-015	-1.07342704442878e-013,-7.65349585719934e-013	9.76405654875077e-017,5.76743740305459e-016	-6.17519106538725e-014,-4.40300522229328e-013	7.52452033143762e-017,4.44078399574547e-016	-4.79255345668111e-014,-3.41872314334567e-013	8.40498457265848e-011,6.27163641488786e-010	-6.41745437614674e-013,-4.57905273218907e-012	2.16550630180642e-010,1.61718062584539e-009	-1.14098158360812e-012,-8.14143910911949e-012	5.56429366950156e-010,4.14538497667518e-009	-1.70248266207770e-012,-1.21436633477171e-011	2.15360762901310e-010,1.60485044312789e-009	-1.14026479836798e-012,-8.13592449282692e-012	8.23540705818022e-011,6.13239127242144e-010	-6.41871712464645e-013,-4.57939855792452e-012	3.59016210217447e-011,2.67390981412257e-010	-3.66857986453231e-013,-2.61597656637162e-012	2.38709770043346e-011,1.78070607764660e-010	-2.84702525623956e-013,-2.03065364937846e-012	3.53458766115003e-011,2.62975206226369e-010	-3.69284464445518e-013,-2.63464834613335e-012	8.56263019211259e-010,6.38571702133487e-009	-1.01240817562369e-006,-9.61261724430760e-006	2.23978597447274e-009,1.66888174457049e-008	-2.65471334206445e-006,-2.52102431251762e-005	8.60642537420623e-010,6.42697587392551e-009	-1.02116275980109e-006,-9.70072875610453e-006	3.32455954699250e-010,2.48104318189420e-009	-3.95864750236802e-007,-3.75918631207218e-006	1.42078567994227e-010,1.05734005256571e-009	-1.69879269194284e-007,-1.61300045402800e-006	9.58375118250482e-011,7.15214021949465e-010	-1.13087130404436e-007,-1.07353018013133e-006	1.41827521655999e-010,1.05714781528401e-009	-1.68990636020850e-007,-1.60405996852003e-006	3.32131607957609e-010,2.47710766697323e-009	-3.93365328053554e-007,-3.73403964603532e-006	1.98599883549681e-002,-1.40914885798638e-003
1.02329299228075e+005	7.23585751464756e-003,7.20860463410747e-002	-5.72356126270231e-006,-5.39005170018048e-005	-3.18297937074332e-006,-2.47343845012242e-005	-2.18411952846526e-006,-2.05659632268262e-005	1.89339192547876e-009,1.26372486409611e-008	-8.54371651646656e-007,-8.04611547187283e-006	2.43275553606045e-010,1.81424191125748e-009	-3.66570700685504e-007,-3.45173227111711e-006	1.59316058290903e-010,1.18435524640812e-009	-2.43840919864379e-007,-2.29548605230910e-006	2.39799250802883e-010,1.78441575270763e-009	-3.63231597051322e-007,-3.41847486777929e-006	1.91136901499982e-009,1.27741502134261e-008	-8.48912023469889e-007,-7.99173990344859e-006	-3.20969498919505e-006,-2.49698393341557e-005	-2.17786490189111e-006,-2.05037161170527e-005	9.62857474768820e-010,7.17582680222511e-009	-1.09671482774836e-006,-1.03263857242648e-005	3.74958004177786e-010,2.78930213680513e-009	-4.28700897597530e-007,-4.03698811797126e-006	1.59821549084121e-010,1.18755808616555e-009	-1.83990644247345e-007,-1.73239289642428e-006	1.08071331128834e-010,8.05586271873538e-010	-1.22704530129383e-007,-1.15521912336086e-006	1.58243090212760e-010,1.17491224850393e-009	-1.83992194703104e-007,-1.73241307510948e-006	3.73861597105708e-010,2.77988229156076e-009	-4.29068402765923e-007,-4.04066230090964e-006	9.47339453509059e-010,7.03528094948842e-009	-1.10119030162767e-006,-1.03709944032654e-005	2.51432437838953e-009,1.87213810534485e-008	-2.86972453639788e-006,-2.70217110464800e-005	9.39202537798473e-011,6.99901565771559e-010	-7.53874913374125e-013,-5.37654152587161e-012	4.00607000455212e-011,2.97839263590453e-010	-4.34952657214663e-013,-3.10106220910841e-012	2.66577883238014e-011,1.98318878496322e-010	-3.38780721694654e-013,-2.41540453599604e-012	4.00142369168752e-011,2.97400652863642e-010	-4.37305972652010e-013,-3.11669515711458e-012	9.50143463278977e-011,7.07336128799824e-010	-7.60185288385141e-013,-5.41895594033423e-012	2.39571583319757e-010,1.78041499010025e-009	-1.34342011318571e-012,-9.57671850131785e-012	6.39517955680798e-010,4.76587625246436e-009	-2.01486201590302e-012,-1.43751117619949e-011	2.43504751508626e-010,1.81557591439866e-009	-1.34181456247696e-012,-9.57405233363688e-012	1.21010083433074e-016,7.17280167732973e-016	-7.25404983870318e-014,-5.17350020124265e-013	9.38276602819079e-017,5.56012152560605e-016	-5.61048160972695e-014,-3.99955103706751e-013	1.21774954610687e-016,7.22019526118729e-016	-7.22529617353744e-014,-5.14931697978300e-013	2.11715166383616e-016,1.25627734613386e-015	-1.25995884671407e-013,-8.98276616073187e-013	3.67611382130090e-016,2.17540135484091e-015	-2.24202943133475e-013,-1.59880244507716e-012	5.60596415336135e-016,3.32417445020997e-015	-3.37457735376051e-013,-2.40855776609714e-012	3.75027548795647e-016,2.22588313048727e-015	-2.25982866866895e-013,-1.61322746501088e-012	2.10349219665024e-016,1.24914540916449e-015	-1.27207229388519e-013,-9.07977484490576e-013	2.33221812721932e-017,1.38238925918066e-016	-3.10120686288735e-019,-1.77544427703080e-018	3.04702762402679e-017,1.80877505101417e-016	-3.65702321877136e-019,-2.09394373903851e-018	5.22137427704732e-017,3.09179446212992e-016	-5.19814730190079e-019,-2.97598947815547e-018	9.42819374602051e-017,5.59034429912792e-016	-7.42206007541749e-019,-4.24866962403939e-018	1.39282961143357e-016,8.25826607920523e-016	-8.95449190405020e-019,-5.12775225572086e-018	9.32279439590031e-017,5.51978697897559e-016	-7.41088705411785e-019,-4.24499775690957e-018	5.28259045643064e-017,3.13356769962006e-016	-5.19119806208882e-019,-2.97401808674115e-018	2.97921619197643e-017,1.76341181431935e-016	-3.63206008175971e-019,-2.07985422467916e-018	1.20511477567086e-016,7.14155418169247e-016	-7.26639237596466e-014,-5.18052114470794e-013	2.09695243025946e-016,1.24382887406333e-015	-1.26564272745180e-013,-9.02790861161212e-013	3.74693537661641e-016,2.21929389326671e-015	-2.24666487940348e-013,-1.60262885932492e-012	5.52378245693041e-016,3.27423792155039e-015	-3.33195301979650e-013,-2.37474059217268e-012	3.75286288396680e-016,2.22604780492128e-015	-2.24722810686881e-013,-1.60166244640650e-012	2.10143547990098e-016,1.24722665912998e-015	-1.26231345534423e-013,-8.99413357766930e-013	1.19771201314397e-016,7.09840316376392e-016	-7.26234083738188e-014,-5.17462669709817e-013	9.23019430544890e-017,5.46580623396349e-016	-5.63657968851298e-014,-4.01800973720484e-013	9.44787771298869e-011,7.03744090936858e-010	-7.54682802987922e-013,-5.38114192423580e-012	2.43406960254764e-010,1.81451822607932e-009	-1.34169834693044e-012,-9.56697801943222e-012	6.25407836772027e-010,4.65122979371674e-009	-2.00190362323557e-012,-1.42695471345986e-011	2.42057041561988e-010,1.80068453157346e-009	-1.34085413371099e-012,-9.56049955715469e-012	9.25678630205953e-011,6.88119019694079e-010	-7.54829235048461e-013,-5.38154906592546e-012	4.03578448485622e-011,3.00065028140702e-010	-4.31444031892555e-013,-3.07441897718776e-012	2.68363347788115e-011,1.99839938706578e-010	-3.34840709069197e-013,-2.38661504376249e-012	3.97320411505534e-011,2.95109270111580e-010	-4.34302788211560e-013,-3.09636150887135e-012	9.62422388356682e-010,7.16493113406917e-009	-1.09386273238184e-006,-1.02995535584797e-005	2.51745287734563e-009,1.87252843218820e-008	-2.86823458469240e-006,-2.70108974911515e-005	9.67376893042496e-010,7.21122749921463e-009	-1.10333939807143e-006,-1.03939648333704e-005	3.73707981902790e-010,2.78399058800846e-009	-4.27749021245879e-007,-4.02811646037304e-006	1.59710429601382e-010,1.18654050150180e-009	-1.83576461601612e-007,-1.72852948612135e-006	1.07743950896862e-010,8.02649665509572e-010	-1.22210862476807e-007,-1.15047774455332e-006	1.59434415205030e-010,1.18632511414410e-009	-1.82614472163038e-007,-1.71894907975965e-006	3.73338100084632e-010,2.77957632183919e-009	-4.25043317333960e-007,-4.00117022364982e-006	1.98552828497071e-002,-1.44172092682149e-003
1.04712854805090e+005	7.48216483642329e-003,7.37516891028631e-002	-6.18673299385162e-006,-5.77501045358265e-005	-3.42180053772773e-006,-2.65006358588663e-005	-2.36092715425861e-006,-2.20355631383306e-005	2.12391843894092e-009,1.41800771077413e-008	-9.23611737563149e-007,-8.62172069218379e-006	2.73609297808543e-010,2.03578242746489e-009	-3.96311252411462e-007,-3.69896970010523e-006	1.79195332546060e-010,1.32914913730853e-009	-2.63636818350042e-007,-2.46003563159330e-006	2.69684194366938e-010,2.00231007906347e-009	-3.92695083972169e-007,-3.66333334121369e-006	2.14414885996444e-009,1.43336960185260e-008	-9.17699391944148e-007,-8.56345836110707e-006	-3.45062117709653e-006,-2.67529103096807e-005	-2.35415415585717e-006,-2.19688685989720e-005	1.08283121073567e-009,8.05141553769619e-009	-1.18549486984574e-006,-1.10642963359667e-005	4.21692671744600e-010,3.12988822010451e-009	-4.63443092847287e-007,-4.32579266731885e-006	1.79751969648716e-010,1.33267358815833e-009	-1.98917863957556e-007,-1.85648034645380e-006	1.21564754705966e-010,9.04074983926051e-010	-1.32666458311092e-007,-1.23802969745435e-006	1.77973193301295e-010,1.31848233744554e-009	-1.98919419029450e-007,-1.85650072540999e-006	4.20455077485859e-010,3.11931983352292e-009	-4.63840789017331e-007,-4.32972653987962e-006	1.06528524068775e-009,7.89371460006103e-009	-1.19034095453103e-006,-1.11120882221453e-005	2.82758931192052e-009,2.10057876232558e-008	-3.10194131910912e-006,-2.89516135552704e-005	1.05631102138420e-010,7.85362934241628e-010	-8.87028993903430e-013,-6.31835579929041e-012	4.50570970614569e-011,3.34234412497596e-010	-5.11811675718492e-013,-3.64454672852658e-012	2.99846887910941e-011,2.22564652047635e-010	-3.98663106557109e-013,-2.83884327444163e-012	4.50044615824139e-011,3.33742015941013e-010	-5.14576850896974e-013,-3.66292332182603e-012	1.06858962606371e-010,7.93705572713576e-010	-8.94444601059257e-013,-6.36820625380946e-012	2.69403655323839e-010,1.99765926156390e-009	-1.58058794853757e-012,-1.12535955887561e-011	7.19212457693406e-010,5.34741670152979e-009	-2.37054341904926e-012,-1.68916448616174e-011	2.73849161032239e-010,2.03711249982210e-009	-1.57873296068186e-012,-1.12504579619211e-011	1.48517468674592e-016,8.82813684434781e-016	-8.53594750222720e-014,-6.08019183528516e-013	1.15160336831546e-016,6.84356617821852e-016	-6.60215446309100e-014,-4.70069859115223e-013	1.49457215833395e-016,8.88647716839630e-016	-8.50197473122380e-014,-6.05177550925769e-013	2.59828314258980e-016,1.54609264198902e-015	-1.48248893394866e-013,-1.05562908589895e-012	4.51101637609824e-016,2.67709773409955e-015	-2.63785975636310e-013,-1.87875185937333e-012	6.87934009748696e-016,4.09072348902268e-015	-3.97032460937101e-013,-2.83020391710637e-012	4.60229381239395e-016,2.73922023638933e-015	-2.65886764946576e-013,-1.89570123283633e-012	2.58155373170457e-016,1.53731185464796e-015	-1.49678269940121e-013,-1.06702847472853e-012	2.86248482743320e-017,1.70148598702545e-016	-3.98358175843463e-019,-2.28860482312213e-018	3.73977608741776e-017,2.22620489347181e-016	-4.69740632637599e-019,-2.69907696243675e-018	6.40767890251751e-017,3.80504953756525e-016	-6.67653412024771e-019,-3.83579395554369e-018	1.15699582789244e-016,6.87961109848562e-016	-9.53242209040410e-019,-5.47588584184861e-018	1.70920174696115e-016,1.01626041437826e-015	-1.15003864538532e-018,-6.60872579492698e-018	1.14402712095105e-016,6.79277701144859e-016	-9.51818147886773e-019,-5.47114763746638e-018	6.48303308743070e-017,3.85645940615657e-016	-6.66768340535787e-019,-3.83324558164791e-018	3.65633063479353e-017,2.17037060973397e-016	-4.66534506541899e-019,-2.68091269834849e-018	1.47904694134457e-016,8.78967135686861e-016	-8.55040518226923e-014,-6.08844673741668e-013	2.57346769252461e-016,1.53076879863234e-015	-1.48919507822859e-013,-1.06093426944376e-012	4.59801069897232e-016,2.73111558172280e-015	-2.64333435309287e-013,-1.88324850086328e-012	6.77843331347172e-016,4.02926804708733e-015	-3.92004169388817e-013,-2.79046711941818e-012	4.60541580442777e-016,2.73942517967986e-015	-2.64394261821183e-013,-1.88211267656525e-012	2.57900084609679e-016,1.53495075233057e-015	-1.48523860406142e-013,-1.05696550018587e-012	1.46996440173915e-016,8.73656230552301e-016	-8.54552265321068e-014,-6.08152200907640e-013	1.13285911417684e-016,6.72746946108348e-016	-6.63286135792542e-014,-4.72239479078964e-013	1.06258066262267e-010,7.89674704010005e-010	-8.87974312732928e-013,-6.32375754436822e-012	2.73738152000073e-010,2.03592721424641e-009	-1.57857138658148e-012,-1.12421439840771e-011	7.03307853857460e-010,5.21877790802555e-009	-2.35524508752473e-012,-1.67675962112022e-011	2.72206036959026e-010,2.02040672754947e-009	-1.57757657691957e-012,-1.12345332901756e-011	1.04103607006605e-010,7.72141366607198e-010	-8.88144187601716e-013,-6.32423690525717e-012	4.53914324021092e-011,3.36732642050708e-010	-5.07676059207386e-013,-3.61323033962655e-012	3.01862505403109e-011,2.24271748519258e-010	-3.94023141920821e-013,-2.80500154764782e-012	4.46863641138367e-011,3.31170825651343e-010	-5.11045904160306e-013,-3.63901674062664e-012	1.08231348364299e-009,8.03919276701763e-009	-1.18241160950900e-006,-1.10355445179530e-005	2.83103370262087e-009,2.10101602361223e-008	-3.10034198836197e-006,-2.89400256778751e-005	1.08792108271966e-009,8.09114185646143e-009	-1.19267427653895e-006,-1.11367058806076e-005	4.20301462747799e-010,3.12392612291126e-009	-4.62414371508065e-007,-4.31628676867561e-006	1.79626323947967e-010,1.33153200364636e-009	-1.98470206950782e-007,-1.85234046572054e-006	1.21194580413561e-010,9.00779024126714e-010	-1.32132363393626e-007,-1.23294847357779e-006	1.79322826810023e-010,1.33129073079331e-009	-1.97428359115614e-007,-1.84207431008573e-006	4.19879549661221e-010,3.11897491999264e-009	-4.59484106318579e-007,-4.28741212237605e-006	1.98503567032715e-002,-1.47503378205726e-003
1.07151930523761e+005	7.74001874632461e-003,7.54551702010551e-002	-6.69038055025469e-006,-6.18743212392203e-005	-3.68043114350041e-006,-2.83927841044359e-005	-2.55319496042166e-006,-2.36100987978565e-005	2.38377920184187e-009,1.59111809515169e-008	-9.98915472794430e-007,-9.23850575096640e-006	3.07887964560374e-010,2.28437456210356e-009	-4.28660476216054e-007,-3.96393241810345e-006	2.01662912257128e-010,1.49165307231476e-009	-2.85170797676932e-007,-2.63639829469927e-006	3.03453891505034e-010,2.24680998881749e-009	-4.24742616197012e-007,-3.92574691172927e-006	2.40655735927781e-009,1.60835585573474e-008	-9.92510207860400e-007,-9.17607893958743e-006	-3.71153757204710e-006,-2.86630782724240e-005	-2.54585758775181e-006,-2.35386392938450e-005	1.21839268353372e-009,9.03380290161008e-009	-1.28203794015295e-006,-1.18548980838303e-005	4.74502919857357e-010,3.51205835005711e-009	-5.01227818382799e-007,-4.63525949434243e-006	2.02275427114845e-010,1.49552619858263e-009	-2.15154410092197e-007,-1.98946421044128e-006	1.36816018923265e-010,1.01461034782557e-009	-1.43503063182461e-007,-1.32678527344787e-006	2.00269868269907e-010,1.47960059396071e-009	-2.15155953937252e-007,-1.98948465165047e-006	4.73105273741668e-010,3.50020144702543e-009	-5.01658348726596e-007,-4.63947125186981e-006	1.19854435969539e-009,8.85685282487350e-009	-1.28728747813839e-006,-1.19060999633355e-005	3.18155307218045e-009,2.35688375542015e-008	-3.35445052684459e-006,-3.10191958058481e-005	1.18864920474110e-010,8.81258850396025e-010	-1.04426398033298e-012,-7.42518620669089e-012	5.07036267237888e-011,3.75078099878521e-010	-6.02578826381865e-013,-4.28331757059134e-012	3.37448241599692e-011,2.49776021801936e-010	-4.69385592350446e-013,-3.33654923900801e-012	5.06439706955121e-011,3.74525308048140e-010	-6.05829741981940e-013,-4.30491970640126e-012	1.20243641318305e-010,8.90620469744290e-010	-1.05298316106572e-012,-7.48377698732730e-012	3.03109510267273e-010,2.24140139086209e-009	-1.86062222416250e-012,-1.32241213844001e-011	8.09262552027301e-010,5.99989179043755e-009	-2.79050339227064e-012,-1.98487401020643e-011	3.08136499963806e-010,2.28567097417213e-009	-1.85847847855198e-012,-1.32204288952276e-011	1.82375887954692e-016,1.08655531555689e-015	-1.00498228642556e-013,-7.14584847151320e-013	1.41419633179706e-016,8.42333462496127e-016	-7.77333828138984e-014,-5.52482008792358e-013	1.83531130433707e-016,1.09373697758091e-015	-1.00096633755121e-013,-7.11245795229502e-013	3.19046149244455e-016,1.90277150823194e-015	-1.74526165680335e-013,-1.24055154290698e-012	5.53848572268285e-016,3.29449575303728e-015	-3.10523744281038e-013,-2.20772509862199e-012	8.44644858528893e-016,5.03403200369928e-015	-4.67374134022300e-013,-3.32566642575954e-012	5.65088985916529e-016,3.37094359387537e-015	-3.13004514342962e-013,-2.22764059510391e-012	3.16996123325163e-016,1.89196049487898e-015	-1.76213695055329e-013,-1.25394690373206e-012	3.51521575361166e-017,2.09425620725469e-016	-5.11979174836125e-019,-2.95012263951634e-018	4.59249642219935e-017,2.73998584464257e-016	-6.03703190941670e-019,-3.47912788729192e-018	7.86772313103685e-017,4.68285933881597e-016	-8.57999897373678e-019,-4.94404896642163e-018	1.42058234890878e-016,8.46621294453105e-016	-1.22493956869658e-018,-7.05762141945348e-018	2.09855114572511e-016,1.25060647904026e-015	-1.47780127984486e-018,-8.51746740306600e-018	1.40461650390302e-016,8.35934640036117e-016	-1.22312371879775e-018,-7.05150705828124e-018	7.96053107544465e-017,4.74612944642096e-016	-8.56872132980463e-019,-4.94075446352137e-018	4.48975602754897e-017,2.67126262160435e-016	-5.99583169757542e-019,-3.45571000641738e-018	1.81622386524101e-016,1.08182015756468e-015	-1.00667674948021e-013,-7.15555444962784e-013	3.15995805699267e-016,1.88390783723100e-015	-1.75317809068091e-013,-1.24678630284627e-012	5.64540370458874e-016,3.36097492921410e-015	-3.11170643141023e-013,-2.21300940460111e-012	8.32248360074958e-016,4.95840034858339e-015	-4.61439292959302e-013,-3.27897367853112e-012	5.65465761116592e-016,3.37119866330514e-015	-3.11235857357538e-013,-2.21167441810522e-012	3.16679099666076e-016,1.88905502258194e-015	-1.74847432710758e-013,-1.24212272737765e-012	1.80507440712594e-016,1.07528361212848e-015	-1.00608841658820e-013,-7.14741934851051e-013	1.39115534827472e-016,8.28042418273121e-016	-7.80948771960995e-014,-5.55032198823976e-013	1.19569087560323e-010,8.86097156940002e-010	-1.04537064610352e-012,-7.43152862750826e-012	3.08010448333472e-010,2.28434277639638e-009	-1.85825909791921e-012,-1.32106577539857e-011	7.91326099770819e-010,5.85555318288588e-009	-2.77243326948835e-012,-1.97029701951542e-011	3.06270862581251e-010,2.26692988425539e-009	-1.85708622454428e-012,-1.32017170409269e-011	1.17138799923184e-010,8.66422466862083e-010	-1.04556779825259e-012,-7.43209305760330e-012	5.10800106808243e-011,3.77882182418298e-010	-5.97701532952295e-013,-4.24650777555434e-012	3.39724834466951e-011,2.51691927032709e-010	-4.63918321133550e-013,-3.29676791539447e-012	5.02852199186318e-011,3.71640138086019e-010	-6.01675951305184e-013,-4.27681163442646e-012	1.21777832061492e-009,9.02009139005927e-009	-1.27870326849009e-006,-1.18240892643348e-005	3.18534582481345e-009,2.35737351085122e-008	-3.35273287523340e-006,-3.10067781654049e-005	1.22412802048302e-009,9.07838357696988e-009	-1.28982175729450e-006,-1.19324832188387e-005	4.72953839921997e-010,3.50536602066623e-009	-5.00115542357688e-007,-4.62507403291662e-006	2.02133290768257e-010,1.49424551432777e-009	-2.14670351758410e-007,-1.98502806990990e-006	1.36397251576397e-010,1.01091101004443e-009	-1.42924972001440e-007,-1.32133981018433e-006	2.01799538918451e-010,1.49397530504784e-009	-2.13541541968947e-007,-1.97402705137863e-006	4.72472462552542e-010,3.49981263457900e-009	-4.96940746134651e-007,-4.59413290706865e-006	1.98451996250735e-002,-1.50910340402110e-003
