DevNumber	X [V]	Y [V]	R [V]	Theta [°]
4253.00000000	-0.000216341428399	-0.000314860713121	0.000382022096623	-124.493035689
4253.00000000	-0.000216344194484	-0.000314856244617	0.000382019980186	-124.493757148
4253.00000000	-0.000216345794970	-0.000314847133036	0.000382013376967	-124.494728913
4253.00000000	-0.000216340983191	-0.000314835312192	0.000382000909437	-124.495138193
4253.00000000	-0.000216333782501	-0.000314825925471	0.000381989095132	-124.495045410
4253.00000000	-0.000216330060402	-0.000314825845365	0.000381986921168	-124.494592084
4253.00000000	-0.000216329119058	-0.000314833609512	0.000381992787145	-124.493816192
4253.00000000	-0.000216327211157	-0.000314841177126	0.000381997943844	-124.492937531
4253.00000000	-0.000216321194465	-0.000314845097464	0.000381997767757	-124.491860748
4253.00000000	-0.000216313401430	-0.000314844592302	0.000381992938338	-124.490940249
4253.00000000	-0.000216308374645	-0.000314840906348	0.000381987053775	-124.490631878
4253.00000000	-0.000216307314865	-0.000314836996481	0.000381983231068	-124.490832955
4253.00000000	-0.000216311144122	-0.000314835841084	0.000381984447200	-124.491404498
4253.00000000	-0.000216324716009	-0.000314837796783	0.000381993744765	-124.492916205
4253.00000000	-0.000216351256033	-0.000314837490737	0.000382008522890	-124.496223013
4253.00000000	-0.000216380738882	-0.000314833051884	0.000382021563158	-124.500244386
4253.00000000	-0.000216401620241	-0.000314826254430	0.000382027789201	-124.503402768
4253.00000000	-0.000216407850192	-0.000314814474989	0.000382021611021	-124.505173525
4253.00000000	-0.000216397009405	-0.000314799142570	0.000382002834861	-124.505136313
4253.00000000	-0.000216377298233	-0.000314786714044	0.000381981426942	-124.503755900
4253.00000000	-0.000216364978096	-0.000314782580311	0.000381971041591	-124.502584203
4253.00000000	-0.000216369065846	-0.000314785765867	0.000381975982291	-124.502818843
4253.00000000	-0.000216383353673	-0.000314791010182	0.000381988397518	-124.504139378
4253.00000000	-0.000216394964735	-0.000314795783340	0.000381998908338	-124.505169006
4253.00000000	-0.000216398347860	-0.000314797804272	0.000382002490216	-124.505415456
4253.00000000	-0.000216396806225	-0.000314799146482	0.000382002722988	-124.505110867
4253.00000000	-0.000216394945716	-0.000314802177061	0.000382004166488	-124.504623414
4253.00000000	-0.000216392936091	-0.000314802510007	0.000382003302468	-124.504346732
4253.00000000	-0.000216390116399	-0.000314798502492	0.000381998402675	-124.504338703
4253.00000000	-0.000216384883085	-0.000314792349217	0.000381990367357	-124.504214652
4253.00000000	-0.000216378478123	-0.000314783354753	0.000381979326959	-124.504187178
4253.00000000	-0.000216378178208	-0.000314770015276	0.000381968164277	-124.505283570
4253.00000000	-0.000216388031012	-0.000314753661358	0.000381960269273	-124.507891195
4253.00000000	-0.000216403647196	-0.000314741458680	0.000381959061068	-124.510858527
4253.00000000	-0.000216418406664	-0.000314738585179	0.000381965055658	-124.512927078
4253.00000000	-0.000216426725842	-0.000314742585345	0.000381973065396	-124.513615355
4253.00000000	-0.000216429882996	-0.000314745812034	0.000381977513011	-124.513731336
4253.00000000	-0.000216430457143	-0.000314741664878	0.000381974421119	-124.514154766
4253.00000000	-0.000216429149153	-0.000314732102947	0.000381965801124	-124.514805794
4253.00000000	-0.000216425187435	-0.000314728968409	0.000381960973546	-124.514582545
4253.00000000	-0.000216424798963	-0.000314739957644	0.000381969808420	-124.513600524
4253.00000000	-0.000216435707321	-0.000314759461433	0.000381992060081	-124.513291168
4253.00000000	-0.000216449979724	-0.000314776938820	0.000382014548068	-124.513569798
4253.00000000	-0.000216453617596	-0.000314786034327	0.000382024103923	-124.513246450
4253.00000000	-0.000216447196287	-0.000314789134345	0.000382023020095	-124.512189453
4253.00000000	-0.000216443339090	-0.000314789302292	0.000382020973081	-124.511698490
4253.00000000	-0.000216446939774	-0.000314784449140	0.000382019014132	-124.512555885
4253.00000000	-0.000216451314445	-0.000314776893075	0.000382015266631	-124.513738637
4253.00000000	-0.000216452816676	-0.000314768541583	0.000382009236299	-124.514634021
4253.00000000	-0.000216449462376	-0.000314759424230	0.000381999823174	-124.514994319
4253.00000000	-0.000216439787729	-0.000314747459428	0.000381984482576	-124.514815498
4253.00000000	-0.000216427687441	-0.000314729277492	0.000381962644773	-124.514865276
4253.00000000	-0.000216422430206	-0.000314713802444	0.000381946914825	-124.515530813
4253.00000000	-0.000216431744583	-0.000314717057161	0.000381954874470	-124.516405438
4253.00000000	-0.000216451276941	-0.000314739191134	0.000381984179940	-124.516938208
4253.00000000	-0.000216469494530	-0.000314766186251	0.000382016745796	-124.516895277
4253.00000000	-0.000216478188743	-0.000314784408543	0.000382036686803	-124.516421062
4253.00000000	-0.000216475222753	-0.000314790611818	0.000382040117467	-124.515527386
4253.00000000	-0.000216465659891	-0.000314787972129	0.000382032523889	-124.514569966
4253.00000000	-0.000216457718543	-0.000314779303971	0.000382020881792	-124.514325195
4253.00000000	-0.000216454305923	-0.000314767161108	0.000382008942650	-124.514935388
4253.00000000	-0.000216460269569	-0.000314755076649	0.000382002364624	-124.516699431
4253.00000000	-0.000216479630588	-0.000314747031962	0.000382006707518	-124.519775833
4253.00000000	-0.000216504475771	-0.000314745094505	0.000382019191329	-124.523010730
4253.00000000	-0.000216525140217	-0.000314744508750	0.000382030420431	-124.525613937
4253.00000000	-0.000216540085841	-0.000314738134553	0.000382033640035	-124.528002455
4253.00000000	-0.000216549159455	-0.000314724700959	0.000382027716081	-124.530265560
4253.00000000	-0.000216549389533	-0.000314706553170	0.000382012896006	-124.531836861
4253.00000000	-0.000216539576110	-0.000314683461935	0.000381988310341	-124.532587606
4253.00000000	-0.000216524995803	-0.000314660567084	0.000381961184265	-124.532732690
4253.00000000	-0.000216518982178	-0.000314644345991	0.000381944412327	-124.533368935
4253.00000000	-0.000216530025580	-0.000314636632649	0.000381944318694	-124.535389595
4253.00000000	-0.000216547884484	-0.000314635028117	0.000381953121721	-124.537732916
4253.00000000	-0.000216555087642	-0.000314632203813	0.000381954879089	-124.538863195
4253.00000000	-0.000216546369573	-0.000314628417775	0.000381946817563	-124.538107913
4253.00000000	-0.000216528578087	-0.000314630650289	0.000381938569969	-124.535719486
4253.00000000	-0.000216513440991	-0.000314641104928	0.000381938601139	-124.532959775
4253.00000000	-0.000216513885613	-0.000314657374492	0.000381952256160	-124.531631214
4253.00000000	-0.000216531233072	-0.000314669417003	0.000381972010614	-124.532750909
4253.00000000	-0.000216553850773	-0.000314669430536	0.000381984843676	-124.535544541
4253.00000000	-0.000216570601203	-0.000314662506630	0.000381988636459	-124.538203004
4253.00000000	-0.000216576842819	-0.000314655620417	0.000381986502779	-124.539559806
4253.00000000	-0.000216576856227	-0.000314650106559	0.000381981968437	-124.540030384
4253.00000000	-0.000216578178639	-0.000314645088132	0.000381978584410	-124.540620573
4253.00000000	-0.000216583995238	-0.000314642018341	0.000381979353761	-124.541600327
4253.00000000	-0.000216591085933	-0.000314645415610	0.000381986172616	-124.542187471
4253.00000000	-0.000216590462955	-0.000314656844452	0.000381995233482	-124.541138517
4253.00000000	-0.000216577408526	-0.000314672592599	0.000382000804210	-124.538186389
4253.00000000	-0.000216556489020	-0.000314682165872	0.000381996830425	-124.534787606
4253.00000000	-0.000216537369529	-0.000314679946505	0.000381984163461	-124.532613858
4253.00000000	-0.000216528005423	-0.000314672380441	0.000381972622245	-124.532100083
4253.00000000	-0.000216532740056	-0.000314664263944	0.000381968619810	-124.533375306
4253.00000000	-0.000216545548662	-0.000314656733173	0.000381969677300	-124.535598434
4253.00000000	-0.000216553211839	-0.000314656193249	0.000381973576976	-124.536591253
4253.00000000	-0.000216549398820	-0.000314669189183	0.000381982120982	-124.535014968
4253.00000000	-0.000216544006603	-0.000314690531765	0.000381996646030	-124.532533932
4253.00000000	-0.000216545065078	-0.000314706610118	0.000382010491560	-124.531297693
4253.00000000	-0.000216549006669	-0.000314710701634	0.000382016096536	-124.531436854
4253.00000000	-0.000216554816316	-0.000314707451688	0.000382016712485	-124.532430987
4253.00000000	-0.000216563696434	-0.000314707260428	0.000382021588892	-124.533544429
5260.00000000	0.00131252624620	0.00435891396344	0.00455223638310	73.2422618681
5260.00000000	0.00131252399211	0.00435889110017	0.00455221384087	73.2422060640
5260.00000000	0.00131252491376	0.00435884420932	0.00455216920713	73.2420247886
5260.00000000	0.00131252189137	0.00435877431446	0.00455210140921	73.2418075590
5260.00000000	0.00131251076019	0.00435869843453	0.00455202554242	73.2416663309
5260.00000000	0.00131249381978	0.00435863963574	0.00455196435632	73.2416571065
5260.00000000	0.00131247833871	0.00435860711000	0.00455192874823	73.2417256468
5260.00000000	0.00131246957295	0.00435859493117	0.00455191455916	73.2417870961
5260.00000000	0.00131246547875	0.00435859402084	0.00455191250700	73.2418331380
5260.00000000	0.00131246164873	0.00435860052809	0.00455191763358	73.2419029164
5260.00000000	0.00131245436618	0.00435861755608	0.00455193183862	73.2420524890
5260.00000000	0.00131244679940	0.00435864847927	0.00455195926686	73.2422559145
5260.00000000	0.00131244626845	0.00435869674861	0.00455200533324	73.2424374897
5260.00000000	0.00131245314419	0.00435875764921	0.00455206563004	73.2425756329
5260.00000000	0.00131245963007	0.00435880884137	0.00455211651830	73.2426832396
5260.00000000	0.00131245970698	0.00435882776165	0.00455213465730	73.2427509733
5260.00000000	0.00131245789989	0.00435881632323	0.00455212318360	73.2427312433
5260.00000000	0.00131246347794	0.00435879467646	0.00455210406433	73.2425854604
5260.00000000	0.00131247505433	0.00435877856134	0.00455209197129	73.2423874580
5260.00000000	0.00131248645353	0.00435877118604	0.00455208819587	73.2422233075
5260.00000000	0.00131249531313	0.00435877568933	0.00455209506238	73.2421328729
5260.00000000	0.00131249883900	0.00435879633303	0.00455211584598	73.2421652964
5260.00000000	0.00131249530575	0.00435882669138	0.00455214389636	73.2423180509
5260.00000000	0.00131249414299	0.00435885628608	0.00455217189900	73.2424394634
5260.00000000	0.00131249938431	0.00435887611369	0.00455219239579	73.2424482488
5260.00000000	0.00131250645645	0.00435888382635	0.00455220181998	73.2423910049
5260.00000000	0.00131251160096	0.00435888279004	0.00455220231097	73.2423252432
5260.00000000	0.00131251245683	0.00435887499647	0.00455219509513	73.2422866457
5260.00000000	0.00131250782699	0.00435886074012	0.00455218010932	73.2422907081
5260.00000000	0.00131249818819	0.00435884107011	0.00455215849554	73.2423354922
5260.00000000	0.00131248522160	0.00435881688030	0.00455213159442	73.2424039810
5260.00000000	0.00131247052404	0.00435878970095	0.00455210133165	73.2424824836
5260.00000000	0.00131245891860	0.00435876353491	0.00455207293069	73.2425273976
5260.00000000	0.00131245252423	0.00435874697934	0.00455205523454	73.2425443836
5260.00000000	0.00131244869989	0.00435874784435	0.00455205496018	73.2425936148
5260.00000000	0.00131244684411	0.00435876061236	0.00455206665092	73.2426623164
5260.00000000	0.00131244798306	0.00435877407580	0.00455207987102	73.2426974482
5260.00000000	0.00131245179369	0.00435878714801	0.00455209348678	73.2426989605
5260.00000000	0.00131245230961	0.00435879835961	0.00455210437103	73.2427334290
5260.00000000	0.00131244679697	0.00435880493503	0.00455210907784	73.2428237300
5260.00000000	0.00131244225268	0.00435880692234	0.00455210967056	73.2428857103
5260.00000000	0.00131244458108	0.00435880577759	0.00455210924574	73.2428534939
5260.00000000	0.00131244564744	0.00435880301918	0.00455210691192	73.2428306319
5260.00000000	0.00131243719742	0.00435880142585	0.00455210294998	73.2429266909
5260.00000000	0.00131242565942	0.00435880147359	0.00455209966913	73.2430659222
5260.00000000	0.00131241976490	0.00435880276971	0.00455209921075	73.2431416677
5260.00000000	0.00131242131209	0.00435880593116	0.00455210268403	73.2431344931
5260.00000000	0.00131242865948	0.00435880757703	0.00455210637835	73.2430519138
5260.00000000	0.00131243378067	0.00435880108659	0.00455210164002	73.2429666391
5260.00000000	0.00131242990770	0.00435878278557	0.00455208299950	73.2429469040
5260.00000000	0.00131242350502	0.00435875375160	0.00455205335246	73.2429187082
5260.00000000	0.00131242498646	0.00435872369462	0.00455202499896	73.2427917771
5260.00000000	0.00131243602953	0.00435870775181	0.00455201291709	73.2426008247
5260.00000000	0.00131244832006	0.00435871734247	0.00455202564408	73.2424874998
5260.00000000	0.00131245460374	0.00435874823097	0.00455205703258	73.2425238630
5260.00000000	0.00131245724626	0.00435878029874	0.00455208850045	73.2426083891
5260.00000000	0.00131246160503	0.00435879472841	0.00455210357408	73.2426082216
5260.00000000	0.00131246510434	0.00435878533984	0.00455209559313	73.2425319763
5260.00000000	0.00131245992591	0.00435875678995	0.00455206676259	73.2424907797
5260.00000000	0.00131244470843	0.00435872135696	0.00455202844678	73.2425455972
5260.00000000	0.00131242423799	0.00435868631887	0.00455198899458	73.2426651601
5260.00000000	0.00131240276029	0.00435865746468	0.00455195517329	73.2428193068
5260.00000000	0.00131238320386	0.00435864131078	0.00455193406695	73.2429963892
5260.00000000	0.00131236644251	0.00435863756230	0.00455192564515	73.2431848046
5260.00000000	0.00131235303518	0.00435864522000	0.00455192911223	73.2433741883
5260.00000000	0.00131234501837	0.00435866047585	0.00455194140900	73.2435261747
5260.00000000	0.00131234543180	0.00435866638829	0.00455194718959	73.2435426476
5260.00000000	0.00131235361649	0.00435865306179	0.00455193678864	73.2433956395
5260.00000000	0.00131236363658	0.00435862775459	0.00455191544492	73.2431830314
5260.00000000	0.00131236948085	0.00435860776371	0.00455189798789	73.2430400444
5260.00000000	0.00131237159602	0.00435860874574	0.00455189953805	73.2430181147
5260.00000000	0.00131237344699	0.00435863187420	0.00455192221805	73.2430797397
5260.00000000	0.00131237693181	0.00435866479905	0.00455195474951	73.2431572231
5260.00000000	0.00131238367878	0.00435869211113	0.00455198284706	73.2431750197
5260.00000000	0.00131239371434	0.00435870385621	0.00455199698677	73.2430966887
5260.00000000	0.00131240170708	0.00435869892335	0.00455199456778	73.2429824550
5260.00000000	0.00131240192319	0.00435868187103	0.00455197830188	73.2429179674
5260.00000000	0.00131239943976	0.00435865905714	0.00455195574077	73.2428651068
5260.00000000	0.00131240330637	0.00435863873605	0.00455193739742	73.2427447575
5260.00000000	0.00131241940269	0.00435862790000	0.00455193166241	73.2425114297
5260.00000000	0.00131244656045	0.00435862610230	0.00455193777129	73.2421775842
5260.00000000	0.00131247280984	0.00435862638360	0.00455194560912	73.2418622331
5260.00000000	0.00131248435129	0.00435862823191	0.00455195070671	73.2417298376
5260.00000000	0.00131247904305	0.00435863668056	0.00455195726600	73.2418244776
5260.00000000	0.00131246477332	0.00435865322229	0.00455196899082	73.2420564972
5260.00000000	0.00131245257663	0.00435866985108	0.00455198139678	73.2422638463
5260.00000000	0.00131244850780	0.00435868098354	0.00455199088333	73.2423532870
5260.00000000	0.00131245138415	0.00435868807139	0.00455199849950	73.2423443426
5260.00000000	0.00131246090888	0.00435869185308	0.00455200486681	73.2422432710
5260.00000000	0.00131247470915	0.00435869429590	0.00455201118488	73.2420858103
5260.00000000	0.00131248457054	0.00435870800075	0.00455202715103	73.2420166946
5260.00000000	0.00131248711992	0.00435874440367	0.00455206274303	73.2421180801
5260.00000000	0.00131248349005	0.00435878874201	0.00455210415183	73.2423227354
5260.00000000	0.00131247168628	0.00435880913380	0.00455212027435	73.2425389980
5260.00000000	0.00131244958408	0.00435879719444	0.00455210246952	73.2427620492
5260.00000000	0.00131242340096	0.00435876604194	0.00455206509089	73.2429645634
5260.00000000	0.00131240305108	0.00435872604041	0.00455202092085	73.2430646637
5260.00000000	0.00131239389363	0.00435868417887	0.00455197819669	73.2430231190
5260.00000000	0.00131240009406	0.00435865071110	0.00455194793778	73.2428269325
5260.00000000	0.00131242413278	0.00435862986075	0.00455193490368	73.2424615357
5270.00000000	0.00222960008030	0.00936654900281	0.00962825824021	76.6105740739
5270.00000000	0.00222965539463	0.00936649041262	0.00962821405187	76.6101731168
5270.00000000	0.00222971092818	0.00936642853809	0.00962816671970	76.6097663608
5270.00000000	0.00222977022743	0.00936636219257	0.00962811591069	76.6093316391
5270.00000000	0.00222984230794	0.00936629759837	0.00962806976603	76.6088253342
